Field,Value,Neg,Pos,Total,Ratio
device_ip,65097c1f,53,11,64,0.17188
device_ip,22f7c674,56,8,64,0.125
device_ip,ff44195d,63,1,64,0.01562
device_id,ca828608,64,0,64,0.0
device_ip,b9c51f77,45,19,64,0.29688
device_ip,fdea1d62,64,0,64,0.0
device_ip,07146199,56,8,64,0.125
device_ip,8128c034,57,7,64,0.10938
device_ip,fd1b4ed2,61,3,64,0.04688
device_ip,40dacd33,58,6,64,0.09375
device_ip,2f5d3445,64,0,64,0.0
device_ip,532f815c,63,1,64,0.01562
device_id,6ee96f5e,53,11,64,0.17188
device_ip,834c863a,52,12,64,0.1875
device_model,547b5ef0,52,12,64,0.1875
device_ip,a0078a78,54,10,64,0.15625
device_ip,5721dad9,48,16,64,0.25
device_model,bcce774f,58,6,64,0.09375
device_id,073a35ad,64,0,64,0.0
device_ip,ce82a3f5,58,6,64,0.09375
device_id,8f938301,50,14,64,0.21875
device_ip,c6b49564,62,2,64,0.03125
device_ip,49c2503a,59,5,64,0.07812
device_ip,9e85fc40,64,0,64,0.0
device_ip,d42373cc,64,0,64,0.0
device_ip,d9e1a68c,64,0,64,0.0
device_ip,2db66c88,56,8,64,0.125
device_ip,226d3a76,62,2,64,0.03125
device_ip,6fa12f6d,58,6,64,0.09375
device_ip,90344de0,62,2,64,0.03125
device_ip,a55d7afd,60,4,64,0.0625
device_ip,d39b553b,64,0,64,0.0
device_ip,f303dd89,62,2,64,0.03125
site_id,fa4f9c81,40,24,64,0.375
device_ip,9c1a7415,55,9,64,0.14062
device_ip,c7909b8c,55,9,64,0.14062
device_ip,719878c3,59,5,64,0.07812
device_ip,61ed2607,46,18,64,0.28125
device_ip,00b91c4e,60,4,64,0.0625
device_ip,9a45268f,49,15,64,0.23438
device_ip,1eba67ff,44,20,64,0.3125
device_ip,90bf115d,39,25,64,0.39062
device_model,427986de,51,13,64,0.20312
device_ip,63adb645,64,0,64,0.0
device_ip,603ad452,53,11,64,0.17188
device_ip,571a946f,60,4,64,0.0625
device_ip,b03cf861,58,6,64,0.09375
device_ip,d013c293,51,13,64,0.20312
device_ip,edb26cf7,63,1,64,0.01562
device_ip,81e4b356,64,0,64,0.0
device_id,4722b692,59,5,64,0.07812
device_id,433124f0,61,3,64,0.04688
device_ip,78e36c2a,43,21,64,0.32812
device_id,5859a5af,64,0,64,0.0
device_ip,a1cc465a,64,0,64,0.0
device_id,f9c435b7,64,0,64,0.0
device_ip,85d349ae,53,11,64,0.17188
device_ip,dea7070e,60,4,64,0.0625
device_ip,a6eef0fe,57,7,64,0.10938
device_ip,7b679aab,64,0,64,0.0
device_ip,fa5dae0e,60,4,64,0.0625
device_ip,d7458a24,63,1,64,0.01562
device_id,451ac28d,56,8,64,0.125
device_ip,b73a6327,57,7,64,0.10938
device_ip,83aba874,51,13,64,0.20312
device_ip,d8cf49d7,50,14,64,0.21875
device_ip,ee6ff8af,58,6,64,0.09375
device_ip,f783bdc1,63,1,64,0.01562
device_ip,dde96486,50,14,64,0.21875
device_ip,904c5732,56,8,64,0.125
device_ip,eee17138,48,16,64,0.25
device_ip,3927addc,48,16,64,0.25
device_ip,36970d38,55,9,64,0.14062
device_ip,c8b1fdb5,56,8,64,0.125
device_ip,21ea965f,64,0,64,0.0
device_ip,c15a18cb,63,1,64,0.01562
device_id,6258af6d,64,0,64,0.0
device_ip,3cd0500f,42,22,64,0.34375
device_ip,3b62d1cc,62,2,64,0.03125
device_id,9debf9b2,55,9,64,0.14062
device_id,92b11c0b,64,0,64,0.0
device_ip,52e26596,62,2,64,0.03125
device_ip,30ae4b6a,57,7,64,0.10938
device_ip,7056c331,45,19,64,0.29688
device_ip,554df278,63,1,64,0.01562
device_ip,8296c96d,50,14,64,0.21875
device_ip,a3473a03,52,12,64,0.1875
device_ip,e5799123,52,12,64,0.1875
device_ip,c36750e5,56,8,64,0.125
device_ip,5cd46a68,60,4,64,0.0625
device_ip,430ac165,55,9,64,0.14062
device_ip,85ff6a33,62,2,64,0.03125
device_ip,085a9245,44,20,64,0.3125
site_domain,6c7acf2a,36,28,64,0.4375
device_ip,a42e90fc,57,7,64,0.10938
device_ip,83a71933,47,17,64,0.26562
device_ip,908002d3,52,12,64,0.1875
device_ip,489087ec,64,0,64,0.0
device_ip,d89e99db,62,2,64,0.03125
device_ip,ecd3cf98,64,0,64,0.0
device_ip,0861d749,61,3,64,0.04688
device_ip,d10be49a,54,10,64,0.15625
device_ip,9f423918,51,13,64,0.20312
device_ip,83bdd4ff,43,21,64,0.32812
app_id,c470c43c,49,15,64,0.23438
device_ip,a4d626e2,45,19,64,0.29688
device_ip,08ad4d56,47,17,64,0.26562
device_ip,a7198322,61,3,64,0.04688
device_id,ae40b734,63,1,64,0.01562
device_id,abc00cd3,43,21,64,0.32812
device_ip,2a66848d,64,0,64,0.0
device_ip,d35b1abd,64,0,64,0.0
device_ip,cd2e68d0,59,5,64,0.07812
device_id,e87eb2f9,50,14,64,0.21875
device_id,f2f858be,39,25,64,0.39062
device_ip,cc146d68,63,1,64,0.01562
device_ip,f3abca99,64,0,64,0.0
device_ip,d7d95607,64,0,64,0.0
device_ip,ea890456,45,19,64,0.29688
device_ip,226e48c6,52,12,64,0.1875
device_ip,7ec05ee9,47,17,64,0.26562
device_ip,cfca86d5,50,14,64,0.21875
device_ip,d33ead9d,63,1,64,0.01562
device_id,3cfcc4d1,42,22,64,0.34375
device_ip,3a248aca,64,0,64,0.0
device_ip,26d7dc59,60,4,64,0.0625
device_ip,dc7c9db7,47,17,64,0.26562
device_ip,97937b16,59,5,64,0.07812
device_ip,3a7b82d2,62,2,64,0.03125
device_ip,0c71673f,49,15,64,0.23438
device_ip,317d71e5,50,14,64,0.21875
device_id,14c2b1f9,64,0,64,0.0
device_ip,e49b1612,64,0,64,0.0
device_ip,80ba848b,42,22,64,0.34375
device_ip,1e9741a9,50,14,64,0.21875
device_ip,e79cb544,48,16,64,0.25
device_model,2332f8ae,41,23,64,0.35938
device_ip,4444e3a0,61,3,64,0.04688
device_ip,6153b958,64,0,64,0.0
device_ip,acfab6f0,64,0,64,0.0
device_ip,7b7da607,64,0,64,0.0
device_ip,4f2f2349,54,10,64,0.15625
device_ip,77fe7c79,47,17,64,0.26562
device_ip,9bb5e1b5,62,2,64,0.03125
device_ip,ed621013,52,12,64,0.1875
device_ip,ca23bdd4,60,4,64,0.0625
device_ip,8f100cd4,64,0,64,0.0
device_ip,2213c61b,64,0,64,0.0
device_ip,aaded247,64,0,64,0.0
device_ip,f8cdb829,37,27,64,0.42188
device_ip,4c8b590d,49,15,64,0.23438
device_ip,1cf6fa84,56,8,64,0.125
device_ip,f172c13d,48,16,64,0.25
device_ip,331f5b2a,53,11,64,0.17188
device_ip,2eacb1cc,44,20,64,0.3125
device_ip,931e01d1,46,18,64,0.28125
device_ip,b2e2ea2c,64,0,64,0.0
device_ip,5213e4e2,56,8,64,0.125
device_ip,85ab7882,63,1,64,0.01562
device_ip,e9beead3,53,11,64,0.17188
device_ip,34953348,54,10,64,0.15625
device_ip,89e6469b,64,0,64,0.0
device_ip,007dbaec,47,17,64,0.26562
device_ip,5ca1b1db,50,14,64,0.21875
device_ip,e9d38745,48,16,64,0.25
device_ip,277248bb,49,15,64,0.23438
device_ip,d9ce1757,49,15,64,0.23438
device_ip,3c1fdf4f,64,0,64,0.0
device_ip,ab60139d,43,21,64,0.32812
device_id,32a0508a,64,0,64,0.0
device_ip,3167ea26,51,13,64,0.20312
device_ip,b7338ec5,64,0,64,0.0
device_ip,fdde2ff1,44,20,64,0.3125
device_id,b0ac201e,50,14,64,0.21875
device_id,1186e3a1,63,1,64,0.01562
device_ip,613253ed,49,15,64,0.23438
device_ip,ee1fc175,62,2,64,0.03125
device_ip,25290e1b,63,1,64,0.01562
device_ip,cff20907,61,3,64,0.04688
device_ip,d5ea58cc,64,0,64,0.0
app_id,93331c11,28,36,64,0.5625
device_ip,ac638945,56,8,64,0.125
device_ip,d283ec18,64,0,64,0.0
device_ip,4a747079,58,6,64,0.09375
device_id,355aecb1,60,4,64,0.0625
device_id,2dd1cc69,51,13,64,0.20312
device_ip,bb5bf111,62,2,64,0.03125
device_ip,32c221a4,53,11,64,0.17188
device_ip,610481fd,63,1,64,0.01562
device_ip,6e7672ea,45,19,64,0.29688
device_ip,490ef19c,50,14,64,0.21875
device_ip,1342bd8f,46,18,64,0.28125
device_ip,228482a4,62,2,64,0.03125
device_ip,50936f53,52,12,64,0.1875
device_ip,0fd9434d,52,12,64,0.1875
device_ip,fb86e60a,50,14,64,0.21875
device_ip,3ca20f60,62,2,64,0.03125
device_ip,fd4b099c,49,15,64,0.23438
device_ip,96b29a26,49,15,64,0.23438
device_ip,6d9cbb02,45,19,64,0.29688
device_ip,cdff9fe2,57,7,64,0.10938
device_ip,10931623,60,4,64,0.0625
device_id,4dc18d75,39,25,64,0.39062
device_ip,4e833c9b,63,1,64,0.01562
device_ip,5bb93172,64,0,64,0.0
device_id,f1f2f3d9,64,0,64,0.0
device_ip,e3feed7c,56,8,64,0.125
device_ip,ba7c4750,50,14,64,0.21875
device_ip,9557eed4,44,20,64,0.3125
device_ip,bb6ff07c,54,10,64,0.15625
device_ip,737693b3,47,17,64,0.26562
device_ip,58c21a80,48,16,64,0.25
device_id,d9046f50,64,0,64,0.0
device_ip,6192f784,64,0,64,0.0
device_ip,8dd85add,63,1,64,0.01562
device_ip,1845482d,63,1,64,0.01562
device_ip,feb9a0ae,63,1,64,0.01562
device_ip,9b87c6a3,59,5,64,0.07812
device_ip,b9bb6d23,46,18,64,0.28125
device_ip,a247a1a1,51,13,64,0.20312
device_ip,7f983ee1,62,2,64,0.03125
device_ip,c5528949,52,12,64,0.1875
device_ip,9e41b4ff,59,5,64,0.07812
device_ip,d73edef4,64,0,64,0.0
device_ip,5c022d78,59,5,64,0.07812
device_ip,959877c9,63,1,64,0.01562
device_ip,179f5ea3,61,3,64,0.04688
device_ip,d6329db1,45,19,64,0.29688
device_ip,a3d2026b,49,15,64,0.23438
device_ip,88274a22,37,27,64,0.42188
device_ip,5f20b1a1,53,11,64,0.17188
device_ip,aea37360,60,4,64,0.0625
device_ip,569caafa,58,6,64,0.09375
device_ip,871d10f8,64,0,64,0.0
device_ip,a45127b3,58,6,64,0.09375
device_ip,6e39755b,57,7,64,0.10938
device_ip,a3038f15,49,15,64,0.23438
device_id,0ed0421b,62,2,64,0.03125
device_ip,7b6198d1,64,0,64,0.0
device_ip,09a23106,57,7,64,0.10938
device_ip,ac09993f,48,16,64,0.25
device_ip,792fd18d,41,23,64,0.35938
device_ip,9fe68ff8,49,15,64,0.23438
device_ip,f582b377,52,12,64,0.1875
device_ip,a989491b,46,18,64,0.28125
device_ip,174e5f47,56,8,64,0.125
device_ip,b68963d3,56,8,64,0.125
device_ip,10f2a278,53,11,64,0.17188
device_ip,e0b1af26,64,0,64,0.0
device_ip,446f6b7f,38,26,64,0.40625
device_ip,c753eb71,49,15,64,0.23438
device_ip,ea177d6f,63,1,64,0.01562
device_ip,201b8636,61,3,64,0.04688
device_ip,785fa38e,50,14,64,0.21875
device_id,52bec762,56,8,64,0.125
device_ip,8a022373,46,18,64,0.28125
device_ip,93890ea4,58,6,64,0.09375
device_ip,07f8b759,63,1,64,0.01562
device_id,785211b8,64,0,64,0.0
device_ip,cf8edcc3,35,29,64,0.45312
device_ip,58792951,63,1,64,0.01562
device_ip,9c0ba917,63,1,64,0.01562
device_id,82a4ec77,64,0,64,0.0
device_ip,51bde10e,49,15,64,0.23438
device_ip,4da8b7a5,64,0,64,0.0
device_ip,7e9e4f79,44,20,64,0.3125
device_ip,4c69712b,44,20,64,0.3125
device_ip,11f24c8d,63,1,64,0.01562
device_id,ff322085,49,15,64,0.23438
device_ip,4c7175f1,62,2,64,0.03125
device_ip,a5280ead,63,1,64,0.01562
device_ip,8825eb88,58,6,64,0.09375
device_ip,cdd74819,64,0,64,0.0
device_ip,795ca927,59,5,64,0.07812
device_ip,49959ba4,51,13,64,0.20312
device_ip,4dbda795,54,10,64,0.15625
device_ip,e451f343,55,9,64,0.14062
device_ip,8dc3ce01,48,16,64,0.25
device_ip,65af5762,45,19,64,0.29688
device_ip,625d7751,55,9,64,0.14062
device_ip,4e23e7d1,60,4,64,0.0625
device_id,c6785f64,64,0,64,0.0
device_ip,5e2d2ac3,50,14,64,0.21875
device_id,cfcec20c,63,1,64,0.01562
device_ip,06ceed4d,49,15,64,0.23438
device_ip,2644bbc9,61,3,64,0.04688
device_ip,6413c6d2,62,2,64,0.03125
device_ip,76d801ef,62,2,64,0.03125
device_ip,591e697e,62,2,64,0.03125
device_ip,d6e9048f,63,1,64,0.01562
device_id,6d1380f8,64,0,64,0.0
device_ip,9f610259,64,0,64,0.0
device_ip,0c5ded31,62,2,64,0.03125
device_ip,3aa569cc,47,17,64,0.26562
device_ip,78270a04,64,0,64,0.0
device_ip,ed471b0d,25,39,64,0.60938
device_id,a235552e,64,0,64,0.0
device_ip,085727a2,52,12,64,0.1875
device_ip,04029bd5,53,11,64,0.17188
device_ip,cf5a545b,41,23,64,0.35938
device_ip,c94a7939,59,5,64,0.07812
device_ip,c7eb33ba,57,7,64,0.10938
device_ip,40bd4af6,54,10,64,0.15625
device_ip,59fa6d2e,52,12,64,0.1875
device_ip,86c15f90,62,2,64,0.03125
device_ip,5140cf82,51,13,64,0.20312
device_ip,5734bdc4,48,16,64,0.25
device_ip,aec9e9f2,63,1,64,0.01562
device_ip,d6b2874e,56,8,64,0.125
device_ip,b89f48d1,54,10,64,0.15625
device_ip,98a387bc,50,14,64,0.21875
device_ip,28e1650c,41,23,64,0.35938
device_id,033428b0,59,5,64,0.07812
device_ip,5941476c,59,5,64,0.07812
device_id,039e7da8,53,11,64,0.17188
device_ip,0ca8e55d,62,2,64,0.03125
device_ip,8483d5a9,48,16,64,0.25
device_ip,b4e2c7a7,53,11,64,0.17188
device_id,17771c1b,64,0,64,0.0
device_ip,ba405bee,62,2,64,0.03125
device_ip,e5d3b70d,28,36,64,0.5625
device_ip,6837401a,55,9,64,0.14062
device_ip,30449cc8,46,18,64,0.28125
device_ip,1d375339,64,0,64,0.0
device_ip,911628a7,60,4,64,0.0625
device_ip,81ed1f94,47,17,64,0.26562
device_ip,ce060ecc,64,0,64,0.0
device_ip,4d0e04b4,46,18,64,0.28125
device_id,638587d2,46,18,64,0.28125
device_ip,72a05c77,41,23,64,0.35938
device_id,ef05e911,64,0,64,0.0
device_ip,8ae32f73,55,9,64,0.14062
device_ip,4eeea075,46,18,64,0.28125
device_ip,c5316beb,51,13,64,0.20312
device_ip,342758f7,55,9,64,0.14062
device_ip,123d2194,48,16,64,0.25
device_ip,abc29924,64,0,64,0.0
device_ip,dbe81215,49,15,64,0.23438
device_ip,4da4e513,56,8,64,0.125
device_ip,c5e7f358,60,4,64,0.0625
device_ip,4ef385f3,51,13,64,0.20312
device_ip,64f78114,63,1,64,0.01562
device_ip,ef9cafc2,53,11,64,0.17188
site_domain,89c59183,54,10,64,0.15625
device_ip,f36639a8,61,3,64,0.04688
device_ip,79bd05a5,54,10,64,0.15625
device_ip,e2b614e9,64,0,64,0.0
device_ip,4dfa4b9f,47,17,64,0.26562
device_ip,c91083ee,64,0,64,0.0
device_ip,8458f12c,58,6,64,0.09375
device_ip,42277ee8,64,0,64,0.0
device_ip,16fd7c39,46,18,64,0.28125
device_ip,833c8f2e,56,8,64,0.125
device_ip,97a22ba7,44,20,64,0.3125
device_ip,866e551d,50,14,64,0.21875
device_ip,a8562aa3,63,1,64,0.01562
device_ip,4a5e7fb7,63,1,64,0.01562
device_ip,69ab6ecf,62,2,64,0.03125
device_ip,47345ea8,42,22,64,0.34375
device_ip,15a5136f,50,14,64,0.21875
device_id,6c78686f,64,0,64,0.0
device_ip,507cf68a,63,1,64,0.01562
device_id,3ba9799e,64,0,64,0.0
device_ip,24d0092d,53,11,64,0.17188
device_ip,20276beb,61,3,64,0.04688
device_ip,f538a2ce,45,19,64,0.29688
device_ip,0a51fd78,63,1,64,0.01562
device_ip,4d82917a,51,13,64,0.20312
device_ip,b8fef89d,62,2,64,0.03125
device_id,0088f94a,64,0,64,0.0
device_ip,bf0be8d1,64,0,64,0.0
device_ip,521caf6c,61,3,64,0.04688
device_ip,4e6db8cd,61,3,64,0.04688
device_ip,c735c9db,42,22,64,0.34375
device_ip,02e0dd9e,62,2,64,0.03125
device_ip,5dc50105,54,10,64,0.15625
device_ip,8e364727,58,6,64,0.09375
device_ip,08ca3544,57,7,64,0.10938
device_ip,474ca12d,64,0,64,0.0
device_ip,662219ca,55,9,64,0.14062
device_ip,f2c00cc3,55,9,64,0.14062
device_id,3b15247b,63,1,64,0.01562
device_ip,c5c82c86,63,1,64,0.01562
device_id,36bc7cdf,64,0,64,0.0
device_ip,3a14d37a,58,6,64,0.09375
device_id,717f3f4c,64,0,64,0.0
app_id,b17bcbf6,54,10,64,0.15625
device_ip,2b5e5f28,53,11,64,0.17188
device_ip,e713c8e1,45,19,64,0.29688
device_id,c5fca5b0,48,16,64,0.25
device_ip,d961d6aa,58,6,64,0.09375
device_ip,e402ff47,52,12,64,0.1875
device_ip,0ca0faff,63,1,64,0.01562
device_ip,375ff1b2,59,5,64,0.07812
device_ip,bf1c1f9e,64,0,64,0.0
device_ip,0bb5e29c,61,3,64,0.04688
device_ip,4dedb36d,50,14,64,0.21875
device_ip,8c922364,49,15,64,0.23438
device_ip,b587a51d,64,0,64,0.0
device_ip,9a46f288,58,6,64,0.09375
device_ip,d89cc593,59,5,64,0.07812
device_ip,b534c858,51,13,64,0.20312
device_ip,8284343b,59,5,64,0.07812
device_id,d298ccfe,64,0,64,0.0
device_ip,36800adf,49,15,64,0.23438
device_ip,33247c46,61,3,64,0.04688
device_id,b97d4a7d,44,20,64,0.3125
device_ip,7bc71ad9,59,5,64,0.07812
device_ip,c8a1b798,63,1,64,0.01562
device_ip,cda95471,63,1,64,0.01562
device_ip,4d4c9834,47,17,64,0.26562
device_ip,f875f9bb,64,0,64,0.0
device_ip,c7fa2654,64,0,64,0.0
site_id,ffc6e801,41,23,64,0.35938
device_ip,2a742caf,60,4,64,0.0625
device_ip,5944063c,60,4,64,0.0625
device_ip,a3d3747d,58,6,64,0.09375
device_ip,895de4b1,56,8,64,0.125
device_ip,df1b8884,47,17,64,0.26562
device_ip,3a02b1a1,55,9,64,0.14062
device_ip,f84191f1,38,26,64,0.40625
device_ip,45587802,48,16,64,0.25
device_ip,eb28886f,58,6,64,0.09375
device_ip,e284dc44,51,13,64,0.20312
device_ip,aed7db4b,62,2,64,0.03125
device_ip,f20f5bfd,61,3,64,0.04688
device_ip,5ff74693,55,9,64,0.14062
device_ip,f5222b16,40,24,64,0.375
site_id,ffc29ba5,59,5,64,0.07812
device_ip,88dec4e5,56,8,64,0.125
device_ip,97101c06,64,0,64,0.0
device_ip,9009f16f,53,11,64,0.17188
device_ip,9d220f5c,61,3,64,0.04688
device_id,3e4b3a02,63,1,64,0.01562
device_ip,aeae0cd3,54,10,64,0.15625
device_ip,c5bbe814,64,0,64,0.0
device_ip,8941adbe,57,7,64,0.10938
device_id,8a6ceb95,61,3,64,0.04688
device_ip,5c2d0c69,55,9,64,0.14062
device_ip,6df958b5,56,8,64,0.125
device_ip,b62c83ca,63,1,64,0.01562
device_ip,ec9405fa,49,15,64,0.23438
device_ip,b7a729dc,50,14,64,0.21875
device_ip,c03a9fe0,47,17,64,0.26562
device_ip,f0e8565f,55,9,64,0.14062
device_ip,0e749d19,63,1,64,0.01562
device_ip,ab3f57ed,54,10,64,0.15625
device_ip,150d9ae0,60,4,64,0.0625
device_ip,5bbcf856,51,13,64,0.20312
device_id,e0a7217e,41,23,64,0.35938
device_id,c49d2e62,49,15,64,0.23438
device_id,b1ff7dc0,51,13,64,0.20312
device_ip,703a5074,49,15,64,0.23438
device_ip,9daad698,62,2,64,0.03125
device_ip,b4986d14,64,0,64,0.0
device_id,10a08584,64,0,64,0.0
device_ip,638b0024,60,4,64,0.0625
device_ip,eb66f2c9,63,1,64,0.01562
device_id,0b99b617,64,0,64,0.0
device_ip,d283be23,63,1,64,0.01562
device_ip,c90c69e1,64,0,64,0.0
device_ip,d5cceea0,52,12,64,0.1875
device_ip,76b3ab3d,64,0,64,0.0
device_ip,414d9aeb,64,0,64,0.0
device_id,18003e99,62,2,64,0.03125
device_ip,073c4e12,54,10,64,0.15625
device_ip,760d2a55,57,7,64,0.10938
device_ip,3421472a,63,1,64,0.01562
device_ip,2e2a2792,51,13,64,0.20312
device_ip,43df8fa4,62,2,64,0.03125
device_ip,1076c3d6,46,18,64,0.28125
device_ip,f4cc0b61,46,18,64,0.28125
device_ip,6bd8dfd5,63,1,64,0.01562
device_ip,409cb940,63,1,64,0.01562
device_ip,082f9a31,61,3,64,0.04688
device_ip,d124af1e,47,17,64,0.26562
device_ip,3a871d8e,63,1,64,0.01562
device_ip,7069460f,47,17,64,0.26562
device_ip,c6e330d2,53,11,64,0.17188
device_ip,116bbb2a,51,13,64,0.20312
device_ip,461645ac,56,8,64,0.125
device_ip,6430d442,63,1,64,0.01562
device_id,d5bb6083,60,4,64,0.0625
device_id,cf94340d,64,0,64,0.0
device_id,9bc4b5c4,43,21,64,0.32812
device_ip,9b1dac3e,50,14,64,0.21875
device_ip,45b1dd6f,45,19,64,0.29688
device_ip,2fc62fd1,50,14,64,0.21875
device_ip,a4d68990,41,23,64,0.35938
device_ip,6dd28b7d,51,13,64,0.20312
device_ip,c0edac38,63,1,64,0.01562
device_ip,b39897cd,47,17,64,0.26562
device_ip,62caf79d,61,3,64,0.04688
device_ip,8ab28a3e,63,1,64,0.01562
device_ip,b5da1095,60,4,64,0.0625
device_ip,a041cc5b,54,10,64,0.15625
device_ip,0aefdc7e,52,12,64,0.1875
device_ip,145869fa,42,22,64,0.34375
device_ip,fb6aec7e,52,12,64,0.1875
device_ip,1bc40f4c,62,2,64,0.03125
device_ip,395ea23c,62,2,64,0.03125
device_ip,0456cd1d,63,1,64,0.01562
device_ip,b477d9e2,56,8,64,0.125
device_ip,a5b1be95,61,3,64,0.04688
device_ip,390c8235,59,5,64,0.07812
device_ip,f0d30577,53,11,64,0.17188
device_ip,e1649aea,61,3,64,0.04688
app_id,dd35432d,46,18,64,0.28125
device_model,ef79380f,56,8,64,0.125
device_ip,7d88e4af,47,17,64,0.26562
device_ip,02a3a0b7,64,0,64,0.0
device_ip,82f14c47,55,9,64,0.14062
device_ip,d4b996f3,58,6,64,0.09375
device_ip,8693b842,61,3,64,0.04688
device_ip,6a88fb32,48,16,64,0.25
device_id,7ec8ed41,64,0,64,0.0
device_ip,5024adb0,62,2,64,0.03125
device_ip,2bcfa46a,62,2,64,0.03125
device_ip,14282d36,60,4,64,0.0625
device_ip,af88fb93,59,5,64,0.07812
device_ip,942b3191,63,1,64,0.01562
device_ip,bc87097f,63,1,64,0.01562
device_ip,b95a5e41,52,12,64,0.1875
site_id,b6c4d682,59,5,64,0.07812
device_ip,283a2dae,61,3,64,0.04688
site_id,5f191c7a,58,6,64,0.09375
device_ip,8bc4e971,58,6,64,0.09375
device_ip,dd5f748e,62,2,64,0.03125
device_ip,78d30a15,56,8,64,0.125
device_ip,75be747b,32,32,64,0.5
device_ip,79ac5d86,56,8,64,0.125
device_ip,98f82fc7,61,3,64,0.04688
device_ip,b2e78a94,63,1,64,0.01562
device_ip,baf78e98,64,0,64,0.0
device_ip,483d8dca,54,10,64,0.15625
device_ip,3ea4ba6f,49,15,64,0.23438
device_ip,704d0ce7,47,17,64,0.26562
device_ip,3e75917d,43,21,64,0.32812
device_ip,5eef0255,64,0,64,0.0
device_ip,0820786c,50,14,64,0.21875
device_model,6566dee8,46,18,64,0.28125
device_ip,f57fe4b6,50,14,64,0.21875
device_ip,fe46fd83,43,21,64,0.32812
device_ip,6af910fb,48,16,64,0.25
device_ip,41a5023c,48,16,64,0.25
device_ip,47ca57d2,49,15,64,0.23438
device_ip,da77cd1b,64,0,64,0.0
device_ip,eb17744e,63,1,64,0.01562
device_ip,0e3c58b5,53,11,64,0.17188
device_ip,43642d28,50,14,64,0.21875
device_ip,92073714,61,3,64,0.04688
device_ip,e00429b7,64,0,64,0.0
device_ip,4330b252,64,0,64,0.0
device_ip,fced2c6f,59,5,64,0.07812
device_ip,4cc69edc,61,3,64,0.04688
device_ip,906cc71a,47,17,64,0.26562
device_ip,9dde7026,59,5,64,0.07812
device_ip,daf105ef,47,17,64,0.26562
device_ip,9527c83e,47,17,64,0.26562
device_id,0ac2fee8,55,9,64,0.14062
device_ip,7712980c,60,4,64,0.0625
device_ip,50cc74df,52,12,64,0.1875
device_ip,42686318,64,0,64,0.0
C14,22910,56,8,64,0.125
device_id,5d2ad59a,44,20,64,0.3125
device_ip,81801452,44,20,64,0.3125
device_ip,bfd689a4,62,2,64,0.03125
device_ip,8e88533f,64,0,64,0.0
device_ip,9f95cc4d,60,4,64,0.0625
device_ip,54dbbb78,60,4,64,0.0625
device_ip,8024f91d,63,1,64,0.01562
device_ip,6964fec4,55,9,64,0.14062
device_ip,a151ea4c,64,0,64,0.0
device_id,183f651a,64,0,64,0.0
device_ip,d03da51a,64,0,64,0.0
device_ip,7fa4096e,50,14,64,0.21875
device_ip,076daf9b,63,1,64,0.01562
device_ip,df2f7f5e,64,0,64,0.0
device_ip,f139c2d2,64,0,64,0.0
device_ip,c318f048,60,4,64,0.0625
device_ip,7659e199,56,8,64,0.125
device_ip,e3fd21e4,63,1,64,0.01562
device_ip,ce1aaa40,54,10,64,0.15625
device_ip,88bb8fea,64,0,64,0.0
device_ip,a881a22f,61,3,64,0.04688
device_ip,5f41bd17,63,1,64,0.01562
device_ip,be12bc43,57,7,64,0.10938
device_ip,be531154,48,16,64,0.25
device_ip,4aa308fd,44,20,64,0.3125
device_ip,1a4bd33b,53,11,64,0.17188
device_ip,208ea6ae,46,18,64,0.28125
device_ip,d8947664,49,15,64,0.23438
device_ip,8aa3b7c1,62,2,64,0.03125
device_ip,3b7ee2fd,62,2,64,0.03125
device_ip,07fcbea5,50,14,64,0.21875
app_id,a1201716,57,7,64,0.10938
device_ip,a929c988,54,10,64,0.15625
device_ip,4d4eff9c,57,7,64,0.10938
device_ip,eed4fc58,59,5,64,0.07812
device_ip,3d96b0f8,64,0,64,0.0
device_ip,ca01ee4d,60,4,64,0.0625
device_ip,6ca8bd1b,60,4,64,0.0625
device_ip,5da71196,53,11,64,0.17188
device_ip,e3507200,47,17,64,0.26562
device_ip,681ccbd6,64,0,64,0.0
device_ip,e4d02471,64,0,64,0.0
device_ip,8b8c3a85,58,6,64,0.09375
device_ip,c9716418,44,20,64,0.3125
device_ip,ec063f5e,64,0,64,0.0
device_ip,94457ce4,50,14,64,0.21875
device_ip,67d97e37,40,24,64,0.375
device_ip,843d39a9,64,0,64,0.0
device_ip,fd89bfb6,48,16,64,0.25
device_ip,c1d5af24,37,27,64,0.42188
device_ip,beab30a7,45,19,64,0.29688
device_ip,5ac559a7,63,1,64,0.01562
device_ip,825ba1d7,47,17,64,0.26562
device_ip,cd527a51,62,2,64,0.03125
device_ip,27fe5963,63,1,64,0.01562
device_ip,40f88fa6,62,2,64,0.03125
device_ip,c9e53d6b,61,3,64,0.04688
device_ip,fe91608f,50,14,64,0.21875
device_ip,6d8fc39b,48,16,64,0.25
device_ip,5bf77946,62,2,64,0.03125
device_ip,20088fd1,50,14,64,0.21875
device_ip,65e369a1,47,17,64,0.26562
device_ip,3ce9dd9b,58,6,64,0.09375
device_ip,3da316ad,64,0,64,0.0
device_id,48ff92fe,58,6,64,0.09375
device_id,0521c643,59,5,64,0.07812
device_ip,6b0a3e1c,59,5,64,0.07812
device_id,bf18ad6b,56,8,64,0.125
device_ip,06f91275,63,1,64,0.01562
